location,total_sqft,bath,price,bhk,encoded_loc
Rachenahalli,3670.0,4,300.0,4,193
7th Phase JP Nagar,918.0,2,50.49,2,8
Yeshwanthpur,1950.0,4,130.0,4,240
Panathur,1695.0,3,90.0,3,187
Yelahanka,1705.0,3,95.0,3,237
Kalyan nagar,1375.0,3,75.0,3,126
Kanakpura Road,525.0,1,30.0,1,131
Whitefield,1447.0,2,83.0,2,235
Thanisandra,1114.0,2,39.0,2,219
7th Phase JP Nagar,1450.0,2,100.0,3,8
Vasanthapura,1022.0,2,40.0,2,229
Hebbal,1000.0,2,45.0,2,95
Electronic City,1128.0,2,68.75,2,77
Kanakpura Road,1180.0,2,57.0,2,131
Kanakpura Road,1339.0,2,75.0,2,131
Yelachenahalli,1400.0,2,55.0,3,236
7th Phase JP Nagar,1040.0,2,39.52,2,8
Kadugodi,1198.0,2,58.0,2,121
Others,1200.0,3,95.0,4,184
Sarjapur  Road,1691.0,3,113.0,3,204
Bisuvanahalli,1075.0,3,36.0,3,50
8th Phase JP Nagar,1240.0,3,43.5,3,9
Bannerghatta Road,1680.0,2,58.935,2,38
Mallasandra,1665.0,3,86.58,3,162
Marathahalli,2489.0,3,94.0,3,165
Brookefield,1142.0,2,70.0,2,55
Kothannur,1853.0,3,82.0,3,149
Kasturi Nagar,1567.0,2,92.0,2,135
Electronics City Phase 1,1175.0,2,51.47,2,79
Subramanyapura,1200.0,2,52.0,2,215
Kodichikkanahalli,995.0,2,41.0,2,142
Magadi Road,884.0,2,41.1,2,159
Yeshwanthpur,1170.0,2,57.0,2,240
KR Puram,1225.0,2,46.55,2,119
Electronic City,1342.0,2,73.3,2,77
Uttarahalli,1345.0,2,67.0,2,226
Kodigehaali,1320.0,3,65.0,3,143
Others,1572.0,2,45.0,2,184
Raja Rajeshwari Nagar,1140.0,2,49.39,2,194
Battarahalli,1300.0,2,50.0,2,41
Hosa Road,1652.0,3,85.0,3,104
Thigalarapalya,2072.0,4,142.0,3,220
Arekere,1740.0,2,95.0,3,22
Electronic City,1360.0,2,71.0,3,77
Hosur Road,1145.0,2,60.0,3,107
Sarjapur  Road,1278.0,2,95.0,2,204
Electronic City Phase II,630.0,1,40.0,1,78
Kanakpura Road,1100.0,3,58.0,3,131
Others,1200.0,3,95.0,3,184
Hosur Road,3300.0,5,240.0,5,107
Gunjur,1356.0,2,66.0,3,88
Others,823.0,2,28.0,2,184
TC Palaya,1200.0,2,66.0,3,217
Ramamurthy Nagar,1050.0,2,37.0,2,198
Others,1180.0,2,69.0,2,184
7th Phase JP Nagar,1070.0,2,42.79,2,8
Varthur,1385.0,2,80.0,2,227
Varthur,1000.0,1,70.0,1,227
Whitefield,1897.0,3,130.0,3,235
Magadi Road,1005.0,2,55.78,2,159
Green Glen Layout,1575.0,3,125.0,3,86
Subramanyapura,975.0,2,65.0,2,215
Hennur Road,1904.0,3,120.0,3,99
Kengeri Satellite Town,930.0,1,30.0,1,140
Electronic City Phase II,2400.0,3,150.0,2,78
Sarjapur  Road,2238.0,3,140.0,3,204
Harlur,1174.0,2,69.0,2,94
Thubarahalli,3800.0,4,239.0,4,221
Whitefield,2225.0,2,125.0,3,235
Jigani,918.0,2,52.0,2,117
Mahadevpura,1250.0,2,52.0,2,160
Sarjapur  Road,1800.0,3,110.0,3,204
Marathahalli,1170.0,2,53.0,2,165
Bannerghatta Road,793.0,2,45.0,2,38
Jakkur,1710.0,3,107.0,3,114
Kambipura,1082.0,2,57.5,3,127
Others,1001.0,2,33.03,2,184
Yelahanka,1590.0,2,54.0,3,237
Others,2400.0,2,80.0,3,184
Horamavu Banaswadi,1554.0,3,55.0,3,102
Konanakunte,884.0,1,58.0,2,147
Marathahalli,1019.0,2,49.86,2,165
Ambedkar Nagar,1935.0,4,130.0,3,15
Uttarahalli,1135.0,2,39.73,3,226
Kasavanhalli,1799.0,3,90.0,3,134
Whitefield,6151.5,2,304.0,4,235
Kundalahalli,1047.0,2,82.0,2,154
Others,1282.0,2,87.0,2,184
NGR Layout,1020.0,2,45.9,2,172
Whitefield,1495.0,2,79.5,2,235
Kasavanhalli,3260.0,4,240.0,4,134
Others,1611.0,2,64.44,3,184
Others,1500.0,2,95.0,3,184
Sahakara Nagar,1500.0,2,95.0,3,200
Uttarahalli,1540.0,3,50.0,3,226
Hosa Road,1639.0,3,80.0,3,104
Raja Rajeshwari Nagar,1303.0,2,55.79,2,194
Brookefield,1440.0,2,68.0,3,55
Seegehalli,901.0,2,35.14,2,208
Sarjapur,900.0,2,42.0,3,203
BEML Layout,1060.0,2,55.0,2,24
NGR Layout,1020.0,2,48.45,2,172
Varthur,1535.0,3,65.99,3,227
Others,530.0,1,20.0,1,184
Others,1350.0,2,80.0,2,184
Sarjapur  Road,1115.0,2,50.0,2,204
Uttarahalli,1175.0,2,47.0,2,226
Whitefield,1113.0,2,62.0,2,235
Giri Nagar,650.0,2,42.0,2,83
Marathahalli,1325.0,2,71.55,2,165
Electronics City Phase 1,950.0,2,31.0,2,79
Jakkur,1396.0,2,86.51,3,114
Rachenahalli,1050.0,2,52.07,2,193
Thanisandra,1825.0,3,100.0,3,219
7th Phase JP Nagar,1190.0,2,49.98,2,8
Marathahalli,1220.0,2,56.5,2,165
NRI Layout,1565.0,2,75.0,3,173
Hennur Road,1891.0,3,109.0,3,99
Others,900.0,2,27.0,2,184
Hosa Road,1161.0,2,55.15,2,104
Yeshwanthpur,665.0,1,36.85,1,240
Hoodi,1425.0,2,80.0,2,100
ITPL,1200.0,3,56.12,3,110
Somasundara Palya,1255.0,2,67.0,2,212
Hegde Nagar,2112.95,4,145.0,3,97
Raja Rajeshwari Nagar,600.0,1,22.0,1,194
Haralur Road,1810.0,3,100.0,3,93
Indira Nagar,1200.0,2,93.0,2,112
Harlur,1033.0,2,49.0,2,94
ITPL,1548.0,3,89.5,3,110
Horamavu Banaswadi,1611.0,3,66.0,3,102
Electronic City Phase II,1400.0,2,40.43,3,78
Vidyaranyapura,1485.0,2,67.0,3,230
Margondanahalli,2400.0,2,82.0,2,166
Pattandur Agrahara,1025.0,2,44.5,2,189
Others,1225.0,2,53.0,2,184
5th Phase JP Nagar,1256.0,2,62.8,2,6
Whitefield,2268.0,3,163.0,4,235
Kanakpura Road,1100.0,3,53.0,3,131
Others,1141.0,2,62.0,2,184
Attibele,400.0,1,12.0,1,23
Chandapura,1400.0,2,60.0,2,59
Others,1572.0,1,110.0,1,184
Others,1175.0,2,48.27,2,184
Sahakara Nagar,1100.0,2,56.0,2,200
Kanakpura Road,1843.0,3,95.84,3,131
Horamavu Banaswadi,1460.0,2,80.5,2,102
Rachenahalli,1530.0,2,74.5,3,193
HSR Layout,1467.0,2,55.0,2,92
Others,950.0,1,40.0,1,184
Vittasandra,1246.0,2,64.5,2,234
Kanakapura,711.0,1,38.0,1,130
Haralur Road,1194.0,2,46.0,2,93
Babusapalaya,1358.0,2,43.4,3,27
Hoodi,1420.0,2,75.0,2,100
Kathriguppe,1250.0,2,68.75,3,136
Akshaya Nagar,1280.0,2,58.0,2,13
Others,1209.0,2,50.0,2,184
Others,4200.0,5,225.0,5,184
Panathur,1315.0,2,54.8,3,187
Others,1800.0,3,90.0,3,184
Others,1600.0,4,125.0,5,184
TC Palaya,1600.0,2,65.0,3,217
Others,1563.0,3,52.0,3,184
Whitefield,1560.0,2,72.0,3,235
Brookefield,2169.0,4,115.0,3,55
Rachenahalli,1050.0,2,55.5,2,193
Iblur Village,3235.0,3,235.0,3,111
TC Palaya,1200.0,3,66.0,3,217
HSR Layout,1140.0,2,46.0,2,92
Horamavu Agara,1560.0,3,75.0,3,101
JP Nagar,1100.0,2,70.0,2,113
Kasavanhalli,1260.0,2,40.32,3,134
Hebbal,1036.0,2,50.0,2,95
Akshaya Nagar,1662.0,3,85.1,3,13
Yelachenahalli,1464.0,2,105.0,3,236
Yelahanka,1234.0,2,80.0,2,237
Sarjapur  Road,1403.0,3,55.0,3,204
Seegehalli,1150.0,2,42.9,3,208
Kanakapura,929.0,2,46.0,2,130
TC Palaya,1350.0,2,75.0,3,217
Vasanthapura,1135.0,2,39.73,2,229
Others,1405.0,2,70.0,2,184
Whitefield,1200.0,2,45.84,2,235
Haralur Road,2805.0,4,154.0,4,93
Yeshwanthpur,1161.0,2,64.08,2,240
Kanakpura Road,1290.0,2,74.0,2,131
Yeshwanthpur,2557.0,3,141.0,3,240
Others,1480.0,3,90.0,3,184
Old Madras Road,1350.0,3,54.54,3,183
Kadugodi,1580.0,2,65.0,3,121
Banashankari,1470.0,2,88.64,3,30
Sarjapur  Road,1346.0,2,61.92,2,204
Others,1600.0,3,90.0,3,184
Others,1200.0,2,35.0,2,184
Channasandra,1340.0,2,48.33,3,60
Jigani,918.0,2,48.0,2,117
Others,1500.0,3,115.0,3,184
Yelahanka,1315.0,2,85.0,2,237
Uttarahalli,1390.0,2,62.55,3,226
Uttarahalli,1330.0,2,56.0,3,226
Others,1824.0,3,125.0,3,184
7th Phase JP Nagar,1420.0,2,96.0,3,8
Others,750.0,1,56.25,1,184
Jalahalli East,1260.0,2,60.0,3,116
Hennur Road,1561.0,3,95.0,3,99
Others,1060.0,2,42.0,2,184
Haralur Road,1225.0,2,67.38,2,93
Thanisandra,2144.0,3,135.0,3,219
Electronic City,880.0,2,29.0,2,77
Hoodi,1639.0,3,110.0,3,100
Thanisandra,1240.0,2,62.0,3,219
Kanakpura Road,1500.0,2,69.0,2,131
Haralur Road,1243.0,2,46.0,2,93
Marathahalli,1575.0,3,78.0,3,165
Kambipura,1082.0,2,56.0,3,127
Konanakunte,1637.0,3,73.0,3,147
Kanakpura Road,1665.0,3,86.58,3,131
Electronic City,1265.0,2,56.93,2,77
Electronic City,1691.0,2,102.0,3,77
Thanisandra,1100.0,2,38.0,2,219
Others,1500.0,3,62.0,3,184
Choodasandra,1115.0,2,50.0,2,64
Mysore Road,1070.0,2,45.0,2,171
Budigere,1162.0,2,57.0,2,56
Others,1339.0,2,55.0,2,184
Mahadevpura,1192.0,2,75.0,2,160
Haralur Road,1920.0,3,115.0,3,93
Hennur,1255.0,2,52.32,2,98
Others,1600.0,3,75.0,3,184
Others,1225.0,2,55.11,2,184
Kasturi Nagar,1570.0,3,80.0,3,135
Thanisandra,1093.0,2,70.0,2,219
Basaveshwara Nagar,1865.0,3,145.0,3,40
Kaikondrahalli,1039.0,2,80.0,2,124
Whitefield,1985.0,3,75.0,3,235
Hosakerehalli,1590.0,3,49.0,3,105
Electronic City Phase II,775.0,2,38.0,2,78
Others,1000.0,2,50.0,2,184
Bommasandra,1035.0,2,41.0,2,52
Dasarahalli,1520.0,2,75.0,3,68
Whitefield,1360.0,2,95.0,2,235
Others,6000.0,5,400.0,4,184
Kodigehaali,1117.0,2,56.0,2,143
EPIP Zone,1330.0,2,92.5,2,76
Electronic City,1128.0,2,65.49,2,77
Neeladri Nagar,1053.0,2,45.0,2,179
Panathur,1198.0,2,77.0,2,187
Marathahalli,1152.0,2,56.0,2,165
Frazer Town,1625.0,2,75.0,2,80
Kundalahalli,1397.0,3,105.0,3,154
Kaggalipura,700.0,1,38.0,1,123
Yelahanka,1170.0,2,62.5,2,237
Kanakpura Road,1200.0,2,42.0,3,131
Others,2400.0,3,170.0,3,184
Others,1480.0,2,65.0,2,184
Akshaya Nagar,1897.0,3,120.0,3,13
Rachenahalli,996.0,2,67.0,2,193
Haralur Road,1875.0,3,110.0,3,93
Others,1500.0,2,98.0,3,184
Yelahanka,2172.5,3,65.255,3,237
Yelahanka,697.0,1,45.0,1,237
Sarjapur  Road,710.0,1,27.0,1,204
Others,910.0,2,30.5,2,184
Sompura,1025.0,2,48.0,3,213
Magadi Road,1442.0,2,46.5,2,159
Horamavu Agara,1453.0,2,46.48,3,101
Bellandur,1281.0,2,74.0,2,44
Cooke Town,565.0,1,35.0,1,65
Varthur,1024.0,2,42.0,2,227
Electronic City,1620.0,3,62.0,3,77
Whitefield,1254.0,2,40.0,2,235
Banashankari,1300.0,2,75.0,3,30
Doddakallasandra,1233.0,2,43.0,2,72
Hosur Road,1510.0,2,105.0,3,107
Kaggalipura,950.0,2,65.0,2,123
Battarahalli,1945.0,3,97.42,3,41
Uttarahalli,1008.0,2,45.0,2,226
Thanisandra,1265.0,2,79.0,3,219
Hebbal,1255.0,2,77.68,3,95
Yelenahalli,1200.0,2,46.17,2,239
Sarjapur  Road,1403.0,3,51.63,3,204
Kudlu Gate,1535.0,3,85.0,3,152
Chamrajpet,1475.0,2,120.0,3,58
Uttarahalli,1390.0,2,60.47,3,226
Raja Rajeshwari Nagar,1278.0,2,53.76,3,194
Others,1133.0,2,55.0,2,184
Others,2900.0,5,90.0,5,184
Kogilu,1170.0,2,51.99,2,146
Whitefield,1697.0,3,94.79,3,235
Thanisandra,1651.0,3,97.38,3,219
Hennur Road,1192.0,2,60.0,3,99
OMBR Layout,1078.0,2,65.0,2,181
Kasavanhalli,1349.0,2,78.0,2,134
7th Phase JP Nagar,1680.0,3,120.0,3,8
Rayasandra,1314.0,2,63.0,3,199
Garudachar Palya,1060.0,2,48.7,2,82
Kalyan nagar,820.0,2,39.0,2,126
Whitefield,5000.0,4,400.0,4,235
BEML Layout,2000.0,3,85.0,3,24
Others,856.0,2,40.0,2,184
Rajaji Nagar,1621.0,4,130.0,3,195
ITPL,1200.0,3,68.4,3,110
Bannerghatta Road,1484.0,3,52.5,3,38
Others,14000.0,3,800.0,4,184
Yelahanka New Town,500.0,1,20.0,1,238
Others,485.0,1,15.0,1,184
7th Phase JP Nagar,1050.0,2,42.0,2,8
Uttarahalli,1617.0,3,66.68,3,226
Others,1384.0,3,62.28,3,184
Devanahalli,1408.0,2,85.0,2,69
Uttarahalli,1150.0,2,49.0,2,226
Akshaya Nagar,1410.0,2,75.0,3,13
Kaggadasapura,2150.0,4,100.0,4,122
Others,1508.0,3,70.25,3,184
Ramamurthy Nagar,1040.0,2,50.0,2,198
TC Palaya,1240.0,2,60.0,2,217
Kudlu Gate,1535.0,3,78.0,3,152
Lakshminarayana Pura,1180.0,2,75.0,2,157
Abbigere,2200.0,6,68.0,6,12
Bannerghatta Road,1400.0,2,78.0,2,38
Raja Rajeshwari Nagar,500.0,1,25.0,1,194
Sarjapur  Road,1984.0,4,146.0,3,204
Garudachar Palya,1960.0,3,160.0,3,82
Sarjapur  Road,1035.0,2,45.0,2,204
Others,2150.0,4,80.0,4,184
Whitefield,1700.0,3,115.0,3,235
Tumkur Road,1586.0,3,100.0,3,224
Hennur,2264.0,2,155.0,3,98
Chikka Tirupathi,2325.0,4,120.0,4,61
Yelahanka,1120.0,2,55.0,2,237
Yelahanka,2382.0,2,67.98,3,237
Sarjapur  Road,1128.0,2,59.0,2,204
Jigani,924.0,2,65.0,2,117
Others,1600.0,3,52.0,3,184
Pai Layout,1006.0,2,35.0,2,186
Amruthahalli,1200.0,2,55.0,2,16
Others,1250.0,2,62.0,2,184
Kannamangala,957.0,2,56.0,2,132
Whitefield,1140.0,2,41.0,2,235
Others,1050.0,2,67.0,2,184
Kasturi Nagar,1565.0,3,88.5,3,135
Whitefield,1190.0,2,57.0,2,235
Whitefield,2842.0,3,162.0,3,235
Kanakpura Road,1558.67,2,65.0,3,131
Electronics City Phase 1,630.0,1,39.0,1,79
Whitefield,1403.0,2,60.81,3,235
Kanakpura Road,1542.0,2,85.0,3,131
Haralur Road,2750.0,4,220.0,4,93
Iblur Village,3596.0,5,290.0,4,111
Kengeri Satellite Town,1635.0,2,78.0,3,140
Mysore Road,1239.0,2,53.0,2,171
Others,1596.0,3,105.0,3,184
Channasandra,1009.0,2,38.34,2,60
Hosa Road,1726.0,3,81.99,3,104
Kudlu Gate,1535.0,3,86.0,3,152
Banashankari Stage V,1300.0,2,58.5,3,33
Others,1800.0,3,80.0,3,184
Binny Pete,665.0,1,50.75,1,49
TC Palaya,1500.0,2,100.0,3,217
Others,925.0,2,48.0,2,184
Old Airport Road,3356.0,4,251.0,4,182
Others,1395.0,2,63.59,2,184
Sonnenahalli,1415.0,2,55.0,3,214
Begur,1419.0,2,59.0,3,42
Kasavanhalli,1121.0,2,78.0,2,134
Kambipura,1082.0,2,45.0,3,127
KR Puram,1100.0,2,47.0,2,119
Hoodi,1606.0,3,89.55,3,100
Billekahalli,1650.0,3,88.0,3,48
Old Airport Road,1206.0,2,75.0,2,182
Sarjapur  Road,1495.0,2,64.0,3,204
Balagere,1210.0,2,72.0,2,29
Nagarbhavi,1523.0,2,53.4,3,174
Whitefield,1232.0,2,45.0,2,235
Rachenahalli,680.0,1,44.0,1,193
Hebbal,1355.0,3,83.87,3,95
Thanisandra,1430.0,2,51.46,3,219
Kothannur,1275.0,2,43.85,3,149
Electronic City,1070.0,2,56.1,2,77
Others,1200.0,3,85.0,3,184
Electronic City,2000.0,4,120.0,4,77
Bommanahalli,1200.0,2,40.0,2,51
Marathahalli,1610.0,3,90.0,3,165
Haralur Road,1140.0,2,43.0,2,93
Raja Rajeshwari Nagar,1143.0,2,38.65,2,194
Rachenahalli,1530.0,2,74.4,3,193
7th Phase JP Nagar,980.0,2,69.0,2,8
Whitefield,1485.0,3,65.0,3,235
Thanisandra,1265.0,2,85.0,2,219
Others,1132.0,2,67.0,2,184
Others,1262.0,2,63.0,2,184
JP Nagar,940.0,2,49.0,2,113
Others,1515.0,3,88.0,3,184
Kothanur,1840.0,3,69.0,3,150
Electronic City,890.0,2,45.0,2,77
Others,1655.0,3,86.06,3,184
Hennur Road,2060.0,3,149.0,3,99
Bommanahalli,1730.0,3,96.0,3,51
Yelahanka,2195.0,4,127.0,3,237
Kathriguppe,1650.0,3,125.0,3,136
KR Puram,1200.0,2,71.0,2,119
Hosa Road,1079.0,2,32.37,2,104
Panathur,1085.0,2,36.0,2,187
Yelahanka,1075.0,2,51.5,2,237
Others,1380.0,2,80.0,2,184
Others,1450.0,3,65.0,3,184
Thubarahalli,1200.0,2,78.0,2,221
Hoodi,1639.0,3,98.32,3,100
Others,1200.0,2,54.0,2,184
Vijayanagar,1739.0,3,116.0,3,231
Old Madras Road,935.0,2,32.72,2,183
Others,1178.0,2,47.0,2,184
Chikkalasandra,1375.0,2,50.0,3,63
Chandapura,1065.0,2,33.0,3,59
2nd Phase Judicial Layout,1450.0,2,50.75,3,3
BEML Layout,999.0,2,45.0,2,24
Kothannur,1100.0,2,40.0,2,149
Hoodi,2090.0,4,95.1,4,100
Lingadheeranahalli,1519.0,3,93.0,3,158
Dommasandra,1267.0,3,56.0,3,75
Sanjay nagar,1150.0,2,72.2,2,201
Marathahalli,1146.0,2,70.0,2,165
Kannamangala,1550.0,3,65.0,3,132
Electronics City Phase 1,785.0,1,55.0,1,79
Raja Rajeshwari Nagar,1610.0,3,74.0,3,194
Bellandur,921.0,2,40.0,2,44
Bannerghatta Road,2700.0,5,158.0,5,38
Sarjapur  Road,1700.0,3,110.0,3,204
Sarjapur,1020.0,2,35.0,2,203
Billekahalli,1090.0,2,52.0,2,48
Thanisandra,1185.0,2,42.1,2,219
Doddathoguru,850.0,2,25.0,2,73
Harlur,1197.0,2,84.0,2,94
Poorna Pragna Layout,920.0,2,39.55,2,190
Raja Rajeshwari Nagar,1105.0,2,65.0,2,194
Yeshwanthpur,1850.0,3,100.0,3,240
Judicial Layout,1300.0,3,64.0,3,118
Others,1595.0,3,76.0,3,184
Horamavu Agara,755.0,2,37.49,2,101
Nagasandra,4050.0,5,140.0,5,175
Kanakpura Road,1300.0,2,69.0,3,131
Bannerghatta Road,1215.0,2,50.0,2,38
Kanakpura Road,900.0,2,46.0,2,131
Banashankari Stage III,1145.0,2,58.4,2,32
Others,1093.0,2,65.0,2,184
Babusapalaya,1213.0,2,41.39,3,27
Bannerghatta Road,1654.0,3,100.0,3,38
NGR Layout,1105.0,2,52.48,2,172
Babusapalaya,1611.0,2,66.0,3,27
Others,1367.0,2,62.0,2,184
Devanahalli,1010.0,2,51.0,2,69
Others,1535.0,3,95.0,3,184
Anekal,620.0,2,22.0,2,19
Horamavu Agara,982.0,2,47.65,2,101
Whitefield,1330.0,2,71.0,2,235
JP Nagar,2500.0,3,135.0,3,113
Poorna Pragna Layout,1475.0,2,58.99,3,190
Bhoganhalli,1410.0,3,65.0,3,47
Yelahanka New Town,440.0,1,16.5,1,238
Yelahanka,1614.0,3,95.0,3,237
Neeladri Nagar,1363.0,2,68.0,2,179
Kogilu,650.0,2,28.0,2,146
Others,1015.0,2,45.0,2,184
Horamavu Banaswadi,1156.0,2,46.0,2,102
Others,1100.0,2,62.7,2,184
KR Puram,1455.0,3,46.0,3,119
Others,930.0,2,45.0,2,184
Others,1650.0,2,80.0,3,184
KR Puram,1200.0,2,90.0,2,119
Karuna Nagar,2900.0,3,135.0,4,133
Kadugodi,1890.0,4,127.0,3,121
Others,1240.0,2,46.0,3,184
HRBR Layout,1440.0,2,98.0,2,91
Kodichikkanahalli,650.0,1,38.0,1,142
Budigere,764.0,1,32.0,1,56
Hoodi,1445.0,3,65.0,3,100
Kanakpura Road,900.0,1,45.0,2,131
Singasandra,1030.0,2,55.0,2,211
Yelahanka,1381.0,2,52.48,3,237
Others,1100.0,2,60.0,2,184
Hoodi,1575.0,3,66.39,3,100
Thigalarapalya,1200.0,2,65.0,2,220
Begur Road,1200.0,2,43.2,2,43
Kasturi Nagar,1080.0,2,80.0,2,135
Akshaya Nagar,1360.0,2,85.0,3,13
Jakkur,1865.0,3,124.0,3,114
Sarjapur  Road,1157.0,2,75.0,3,204
Kammasandra,674.0,2,29.0,2,129
Whitefield,1405.0,2,78.0,3,235
Begur Road,1160.0,2,44.08,2,43
Hebbal,1790.0,3,127.0,3,95
Electronic City,1128.0,2,65.65,2,77
Panathur,1180.0,2,70.0,2,187
Others,1450.0,2,85.0,3,184
Kengeri,340.0,1,10.0,1,139
Rachenahalli,1050.0,2,53.5,2,193
Varthur,1125.0,2,40.0,2,227
Vittasandra,1246.0,2,68.0,2,234
HSR Layout,1372.0,2,61.0,2,92
Dasarahalli,1300.0,2,55.0,2,68
Channasandra,1065.0,2,35.0,2,60
Others,700.0,2,27.0,2,184
Hebbal,960.995,2,42.72,2,95
Others,1050.0,2,45.0,2,184
Others,1250.0,3,39.5,3,184
Electronic City,865.0,2,42.0,2,77
Uttarahalli,1200.0,2,44.0,2,226
Others,1756.0,3,100.0,3,184
Yelahanka,628.0,1,24.0,1,237
5th Phase JP Nagar,1207.0,2,63.0,2,6
Kalena Agrahara,1765.0,3,125.0,3,125
Electronic City,1130.0,2,32.64,2,77
Others,1532.0,3,92.0,3,184
Others,1650.0,3,110.0,3,184
Doddathoguru,1200.0,2,75.0,2,73
Kengeri,1197.0,2,50.0,2,139
Others,1200.0,2,66.0,2,184
Uttarahalli,1385.0,2,48.48,3,226
Whitefield,2225.0,3,115.0,3,235
Others,1180.0,2,48.0,2,184
Others,1525.0,2,122.0,3,184
Ananth Nagar,1100.0,2,31.5,2,18
Others,1435.0,3,70.0,3,184
Attibele,400.0,1,14.0,1,23
Dommasandra,1200.0,2,50.0,2,75
Whitefield,1272.0,2,95.05,2,235
Whitefield,1205.0,2,39.0,2,235
Kalena Agrahara,980.0,2,40.0,2,125
Malleshpalya,1225.0,2,46.86,2,163
Whitefield,1541.0,3,72.0,3,235
Ramagondanahalli,1610.0,2,111.0,3,197
Jalahalli,1694.0,2,125.0,2,115
Kaggalipura,950.0,2,39.0,2,123
Others,1560.0,2,66.0,3,184
Chandapura,1500.0,2,60.0,2,59
Malleshpalya,1785.0,3,75.0,3,163
Raja Rajeshwari Nagar,1258.0,2,63.53,2,194
Electronic City,910.0,2,42.0,2,77
Kundalahalli,1291.0,2,49.0,2,154
Others,1070.0,2,42.0,2,184
Varthur,1012.0,2,66.5,2,227
Mahadevpura,1260.0,2,57.6,2,160
Sarjapur  Road,1282.0,2,72.0,2,204
Kanakpura Road,1843.0,3,92.15,3,131
Chikka Tirupathi,3356.0,5,105.0,5,61
Hebbal,2790.0,5,198.0,4,95
EPIP Zone,1330.0,2,86.98,2,76
Konanakunte,1400.0,2,73.0,3,147
Whitefield,1192.0,2,71.0,2,235
Thigalarapalya,1297.0,2,103.0,2,220
Vijayanagar,1490.0,3,100.0,3,231
Rayasandra,1373.0,3,72.0,3,199
7th Phase JP Nagar,1035.0,2,41.39,2,8
Kadugodi,3750.0,4,210.0,4,121
Doddakallasandra,1010.0,2,40.39,2,72
Sarjapur,1195.0,2,42.0,2,203
HSR Layout,1750.0,3,95.0,3,92
Malleshpalya,1052.0,2,50.0,2,163
Horamavu Banaswadi,1180.0,2,58.0,2,102
Hormavu,2100.0,3,73.0,3,103
Hoodi,2863.0,4,140.0,4,100
Raja Rajeshwari Nagar,1128.0,2,38.24,2,194
JP Nagar,1120.0,2,33.6,2,113
HSR Layout,2424.0,3,90.0,3,92
Others,1300.0,2,60.0,2,184
Kanakapura,1090.0,2,32.69,2,130
Others,3040.0,1,180.0,2,184
Uttarahalli,1330.0,2,46.55,3,226
Hosur Road,1427.0,2,80.63,3,107
Banjara Layout,1294.0,2,48.0,3,36
Begur,1580.0,3,75.0,3,42
Chikka Tirupathi,1808.0,4,80.27,3,61
Parappana Agrahara,1194.0,2,47.0,2,188
Others,1310.0,2,50.0,3,184
Yelachenahalli,2400.0,1,150.0,2,236
Koramangala,1290.0,2,100.0,2,148
Yelahanka,3770.0,6,110.0,6,237
Others,1200.0,4,72.0,4,184
Bisuvanahalli,845.0,2,33.0,2,50
Yelahanka,1537.0,3,120.0,3,237
Others,1135.0,2,68.0,2,184
Hoodi,1512.0,3,75.77,3,100
Others,900.0,2,55.0,2,184
Jigani,1230.0,3,54.0,3,117
Others,1378.0,2,42.33,3,184
Whitefield,1277.0,2,61.3,2,235
Kengeri,8000.0,5,500.0,5,139
Others,1210.0,2,62.0,2,184
Yelahanka,890.0,2,40.0,2,237
Ardendale,3198.0,4,200.0,4,21
Sarjapur  Road,4111.0,4,310.0,4,204
Electronic City,975.0,2,37.5,2,77
Rajiv Nagar,1690.0,3,125.0,3,196
Hosa Road,1063.0,2,31.89,2,104
Others,1600.0,3,80.0,3,184
Bommanahalli,520.0,1,19.5,1,51
Marathahalli,4000.0,5,212.0,4,165
Munnekollal,1390.0,3,68.0,3,169
Whitefield,1185.0,2,40.0,2,235
Sahakara Nagar,1219.0,2,48.0,2,200
Kudlu Gate,1564.0,2,92.0,3,152
Hosa Road,1100.0,2,37.1,2,104
Kothannur,1300.0,2,60.0,3,149
Chikkabanavar,1600.0,2,80.0,3,62
Ramamurthy Nagar,1600.0,3,75.0,3,198
Hennur Road,1482.0,2,92.0,3,99
Marsur,1000.0,4,66.0,3,167
Shampura,1200.0,2,53.0,2,209
Kengeri,1200.0,2,58.0,2,139
Nagarbhavi,2400.0,3,160.0,3,174
Marathahalli,1469.0,3,89.0,3,165
Kanakapura,551.0,1,30.0,1,130
Electronics City Phase 1,1160.0,2,52.0,2,79
Balagere,1205.0,2,78.5,2,29
Kasavanhalli,1550.0,2,52.0,3,134
Gubbalala,1745.0,3,125.0,3,87
AECS Layout,1028.0,2,42.0,2,11
Karuna Nagar,1200.0,2,34.0,3,133
Others,1100.0,2,50.0,2,184
Ramamurthy Nagar,1200.0,3,72.0,2,198
Others,1269.72,2,68.0,2,184
Electronic City Phase II,1266.0,2,59.0,2,78
Mysore Road,1060.0,2,62.0,2,171
Others,1168.0,3,70.0,3,184
Others,1552.0,2,51.0,2,184
Talaghattapura,2940.5,3,120.0,3,218
Attibele,500.0,1,17.0,1,23
Hulimavu,1080.0,2,43.2,2,108
Others,2100.0,4,155.0,4,184
Others,1300.0,2,65.0,2,184
Electronics City Phase 1,920.0,2,33.0,2,79
Harlur,1310.0,2,50.0,2,94
Horamavu Agara,1650.0,2,75.0,3,101
Others,1515.0,3,93.93,3,184
